"","V1"
"4711","Dbia.DBIA006442-PA;Dgri.FBpp0154292;Dmoj.FBpp0169275;Dpse.FBpp0277121;Dsuz.DS10_00005628;Dyak.FBpp0269256;Sfla.augustus_masked-scaffold00027-abinit-gene-4.38-mRNA-1_AED:0.21_eAED:0.21_QI:0_0.87_0.33_1_1_1_9_0_823;Snot.maker-scaffold34576-augustus-gene-0.2-mRNA-1;Dmel.FBgn0027558,FBpp0088130,FBtr0089061"
"4712","Dbia.DBIA012938-PA;Dgri.FBpp0150741;Dmoj.FBpp0162273;Dpse.FBpp0275024;Dsuz.DS10_00009821;Dyak.FBpp0266927;Sfla.augustus_masked-scaffold00517-abinit-gene-0.6-mRNA-1_AED:0.16_eAED:0.21_QI:462_0.76_0.28_0.92_1_1_14_0_1028;Snot.maker-scaffold25-snap-gene-0.49-mRNA-1;Dmel.FBgn0014007,FBpp0075645,FBtr0075913"
"4713","Dbia.DBIA013943-PA;Dgri.FBpp0147981;Dmoj.FBpp0159825;Dpse.FBpp0281343;Dsuz.DS10_00007613;Dyak.FBpp0270422;Sfla.augustus_masked-scaffold00452-abinit-gene-0.2-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0.14_1_1_1_7_0_1415;Snot.maker-scaffold727-augustus-gene-0.18-mRNA-1;Dmel.FBgn0037240,FBpp0078557,FBtr0078917"
"4714","Dbia.DBIA012750-PA;Dgri.FBpp0147681;Dmoj.FBpp0166396;Dpse.FBpp0280454;Dsuz.DS10_00000515;Dyak.FBpp0258171;Sfla.augustus_masked-scaffold00025-abinit-gene-3.4-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.42_1_1_1_7_0_976;Snot.maker-scaffold10095-augustus-gene-0.6-mRNA-1;Dmel.FBgn0022213,FBpp0080484,FBtr0080930"
"4715","Dbia.DBIA006782-PA;Dgri.FBpp0145252;Dmoj.FBpp0162118;Dpse.FBpp0287357;Dsuz.DS10_00000884;Dyak.FBpp0264043;Sfla.augustus_masked-scaffold00141-abinit-gene-1.19-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.4_0_1_1_1_6_0_917;Snot.maker-scaffold4831-snap-gene-0.12-mRNA-1;Dmel.FBgn0015546,FBpp0080203,FBtr0080630"
"4716","Dbia.DBIA001638-PA;Dgri.FBpp0153042;Dmoj.FBpp0172811;Dpse.FBpp0283173;Dsuz.DS10_00008732;Dyak.FBpp0255797;Sfla.augustus_masked-scaffold00001-abinit-gene-24.1-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_814;Snot.maker-scaffold25782-augustus-gene-0.5-mRNA-1;Dmel.FBgn0046685,FBpp0084049,FBtr0084669"
"4717","Dbia.DBIA012463-PA;Dgri.FBpp0147136;Dmoj.FBpp0161614;Dpse.FBpp0285785;Dsuz.DS10_00011361;Dyak.FBpp0255817;Sfla.augustus_masked-scaffold01026-abinit-gene-0.1-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.75_0.33_0.77_1_1_9_0_745;Snot.maker-scaffold9370-snap-gene-0.4-mRNA-1;Dmel.FBgn0003209,FBpp0079348,FBtr0079746"
"4718","Dbia.DBIA006198-PA;Dgri.FBpp0154175;Dmoj.FBpp0168655;Dpse.FBpp0277269;Dsuz.DS10_00005848;Dyak.FBpp0267704;Sfla.augustus_masked-scaffold00018-abinit-gene-4.9-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.75_0_1_1_1_5_0_706;Snot.maker-scaffold15959-augustus-gene-0.3-mRNA-1;Dmel.FBgn0027607,FBpp0087755,FBtr0088674"
"4719","Dbia.DBIA002197-PA;Dgri.FBpp0151965;Dmoj.FBpp0172954;Dpse.FBpp0281774;Dsuz.DS10_00012988;Dyak.FBpp0271059;Sfla.augustus_masked-scaffold00282-abinit-gene-0.8-mRNA-1_AED:0.08_eAED:0.08_QI:0_1_0.33_1_1_1_3_0_701;Snot.maker-scaffold15798-augustus-gene-0.11-mRNA-1;Dmel.FBgn0017577,FBpp0081756,FBtr0082279"
"4720","Dbia.DBIA010699-PA;Dgri.FBpp0149120;Dmoj.FBpp0162269;Dpse.FBpp0286536;Dsuz.DS10_00004523;Dyak.FBpp0266153;Sfla.augustus_masked-scaffold00454-abinit-gene-0.2-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.9_0.27_1_1_1_11_0_1052;Snot.maker-scaffold3673-snap-gene-0.19-mRNA-1;Dmel.FBgn0035207,FBpp0302692,FBtr0310555"
"4721","Dbia.DBIA009161-PA;Dgri.FBpp0150779;Dmoj.FBpp0159945;Dpse.FBpp0293905;Dsuz.DS10_00010752;Dyak.FBpp0271395;Sfla.augustus_masked-scaffold00054-abinit-gene-1.11-mRNA-1_AED:0.09_eAED:0.09_QI:0_1_0.4_1_1_1_5_0_690;Snot.maker-scaffold17766-augustus-gene-0.30-mRNA-1;Dmel.FBgn0038325,FBpp0082569,FBtr0083115"
"4722","Dbia.DBIA007851-PA;Dgri.FBpp0154850;Dmoj.FBpp0170499;Dpse.FBpp0306359;Dsuz.DS10_00006515;Dyak.FBpp0264433;Sfla.augustus_masked-scaffold00105-abinit-gene-2.6-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.55_0_0.9_1_1_10_0_1211;Snot.maker-scaffold26347-augustus-gene-0.2-mRNA-1;Dmel.FBgn0262867,FBpp0085347,FBtr0086003"
"4723","Dbia.DBIA009943-PA;Dgri.FBpp0154080;Dmoj.FBpp0169920;Dpse.FBpp0277867;Dsuz.DS10_00002302;Dyak.FBpp0259374;Sfla.augustus_masked-scaffold00041-abinit-gene-3.3-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.33_0_1_1_1_4_0_1857;Snot.maker-scaffold7677-snap-gene-0.8-mRNA-1;Dmel.FBgn0034964,FBpp0072077,FBtr0072168"
"4724","Dbia.DBIA001505-PA;Dgri.FBpp0148166;Dmoj.FBpp0174091;Dpse.FBpp0283843;Dsuz.DS10_00009409;Dyak.FBpp0269746;Sfla.augustus_masked-scaffold00093-abinit-gene-1.10-mRNA-1_AED:0.16_eAED:0.16_QI:0_0.6_0.16_1_1_1_6_0_1085;Snot.maker-scaffold9968-snap-gene-0.32-mRNA-1;Dmel.FBgn0037741,FBpp0081644,FBtr0082166"
"4725","Dbia.DBIA014259-PA;Dgri.FBpp0147337;Dmoj.FBpp0163185;Dpse.FBpp0278929;Dsuz.DS10_00000356;Dyak.FBpp0263780;Sfla.augustus_masked-scaffold00108-abinit-gene-0.4-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0_1_1_1_6_0_1062;Snot.maker-scaffold472-augustus-gene-0.21-mRNA-1;Dmel.FBgn0020497,FBpp0079278,FBtr0079663"
"4726","Dbia.DBIA000917-PA;Dgri.FBpp0149667;Dmoj.FBpp0161757;Dpse.FBpp0286262;Dsuz.DS10_00004461;Dyak.FBpp0266192;Sfla.augustus_masked-scaffold00086-abinit-gene-0.0-mRNA-1_AED:0.01_eAED:0.01_QI:0_1_0_1_1_1_2_0_576;Snot.maker-C1541315-augustus-gene-0.2-mRNA-1;Dmel.FBgn0035266,FBpp0072650,FBtr0072767"
"4727","Dbia.DBIA005836-PA;Dgri.FBpp0151499;Dmoj.FBpp0165460;Dpse.FBpp0273067;Dsuz.DS10_00005085;Dyak.FBpp0260590;Sfla.augustus_masked-scaffold00056-abinit-gene-1.12-mRNA-1_AED:0.01_eAED:0.01_QI:0_1_0_1_1_1_3_0_1174;Snot.augustus_masked-scaffold4322-processed-gene-0.0-mRNA-1;Dmel.FBgn0030858,FBpp0074254,FBtr0074480"
"4728","Dbia.DBIA010565-PA;Dgri.FBpp0149536;Dmoj.FBpp0161895;Dpse.FBpp0286470;Dsuz.DS10_00004627;Dyak.FBpp0266074;Sfla.augustus_masked-scaffold00638-abinit-gene-0.4-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0.25_1_1_1_4_0_1129;Snot.maker-scaffold3690-snap-gene-0.13-mRNA-1;Dmel.FBgn0035111,FBpp0072388,FBtr0072486"
"4729","Dbia.DBIA003809-PA;Dgri.FBpp0149540;Dmoj.FBpp0161898;Dpse.FBpp0286966;Dsuz.DS10_00004210;Dyak.FBpp0265481;Sfla.augustus_masked-scaffold00638-abinit-gene-0.5-mRNA-1_AED:0.12_eAED:0.12_QI:0_0.36_0.08_1_1_1_12_0_2736;Snot.maker-scaffold5125-snap-gene-0.8-mRNA-1;Dmel.FBgn0261934,FBpp0303178,FBtr0330145"
"4730","Dbia.DBIA011909-PA;Dgri.FBpp0146642;Dmoj.FBpp0164208;Dpse.FBpp0273453;Dsuz.DS10_00004703;Dyak.FBpp0261557;Sfla.augustus_masked-scaffold00049-abinit-gene-1.9-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_578;Snot.snap_masked-scaffold9069-processed-gene-0.16-mRNA-1;Dmel.FBgn0026143,FBpp0070175,FBtr0070182"
"4731","Dbia.DBIA007735-PA;Dgri.FBpp0152532;Dmoj.FBpp0173514;Dpse.FBpp0283580;Dsuz.DS10_00009167;Dyak.FBpp0268713;Sfla.augustus_masked-scaffold00309-abinit-gene-0.6-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.6_0.16_1_1_1_6_0_2013;Snot.maker-scaffold1555-snap-gene-0.9-mRNA-1;Dmel.FBgn0039466,FBpp0290357,FBtr0301134"
"4732","Dbia.DBIA005698-PA;Dgri.FBpp0146217;Dmoj.FBpp0170672;Dpse.FBpp0273149;Dsuz.DS10_00005234;Dyak.FBpp0261973;Sfla.augustus_masked-scaffold00040-abinit-gene-3.10-mRNA-1_AED:0.32_eAED:0.32_QI:0_1_0_1_1_1_2_0_731;Snot.maker-scaffold2254-augustus-gene-0.28-mRNA-1;Dmel.FBgn0000377,FBpp0070402,FBtr0070418"
"4733","Dbia.DBIA005366-PA;Dgri.FBpp0147832;Dmoj.FBpp0174051;Dpse.FBpp0282789;Dsuz.DS10_00011346;Dyak.FBpp0268946;Sfla.augustus_masked-scaffold00280-abinit-gene-0.11-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.75_0.22_1_1_1_9_0_1387;Snot.maker-scaffold477-snap-gene-0.12-mRNA-1;Dmel.FBgn0027512,FBpp0083867,FBtr0084476"
"4734","Dbia.DBIA002526-PA;Dgri.FBpp0144870;Dmoj.FBpp0167366;Dpse.FBpp0279881;Dsuz.DS10_00001904;Dyak.FBpp0257976;Sfla.augustus_masked-scaffold00030-abinit-gene-4.4-mRNA-1_AED:0.12_eAED:0.12_QI:0_0_0_1_1_1_23_0_1181;Snot.maker-scaffold6742-snap-gene-0.13-mRNA-1;Dmel.FBgn0010197,FBpp0111769,FBtr0112856"
"4735","Dbia.DBIA006694-PA;Dgri.FBpp0144306;Dmoj.FBpp0166597;Dpse.FBpp0287943;Dsuz.DS10_00000957;Dyak.FBpp0266375;Sfla.augustus_masked-scaffold00141-abinit-gene-1.32-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.6_0.09_1_1_1_11_0_1223;Snot.maker-scaffold5118-augustus-gene-0.4-mRNA-1;Dmel.FBgn0261999,FBpp0292804,FBtr0303797"
"4736","Dbia.DBIA009960-PA;Dgri.FBpp0154069;Dmoj.FBpp0169898;Dpse.FBpp0276582;Dsuz.DS10_00002285;Dyak.FBpp0256494;Sfla.augustus_masked-scaffold00041-abinit-gene-2.7-mRNA-1_AED:0.26_eAED:0.28_QI:0_0.1_0_0.72_1_1_11_0_1113;Snot.maker-scaffold557-snap-gene-0.6-mRNA-1;Dmel.FBgn0034976,FBpp0072192,FBtr0072285"
"4737","Dbia.DBIA002538-PA;Dgri.FBpp0144212;Dmoj.FBpp0166285;Dpse.FBpp0280669;Dsuz.DS10_00001893;Dyak.FBpp0263522;Sfla.augustus_masked-scaffold00216-abinit-gene-0.35-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.6_0_1_1_1_6_0_994;Snot.maker-scaffold10413-augustus-gene-0.10-mRNA-1;Dmel.FBgn0032339,FBpp0079785,FBtr0080196"
"4738","Dbia.DBIA006155-PA;Dgri.FBpp0156059;Dmoj.FBpp0168599;Dpse.FBpp0277201;Dsuz.DS10_00002398;Dyak.FBpp0258484;Sfla.augustus_masked-scaffold00172-abinit-gene-1.10-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.33_0_1_1_1_4_0_1066;Snot.maker-scaffold5896-augustus-gene-0.17-mRNA-1;Dmel.FBgn0027504,FBpp0087125,FBtr0088017"
"4739","Dbia.DBIA002535-PA;Dgri.FBpp0144213;Dmoj.FBpp0166286;Dpse.FBpp0280670;Dsuz.DS10_00001895;Dyak.FBpp0263523;Sfla.augustus_masked-scaffold00216-abinit-gene-0.34-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.71_0.12_1_1_1_8_0_1481;Snot.maker-scaffold4819-augustus-gene-0.15-mRNA-1;Dmel.FBgn0261983,FBpp0297275,FBtr0306138"
"4740","Dbia.DBIA015063-PA;Dgri.FBpp0157982;Dmoj.FBpp0163690;Dpse.FBpp0273096;Dsuz.DS10_00010475;Dyak.FBpp0262951;Sfla.augustus_masked-scaffold01376-abinit-gene-0.0-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.2_0_0.83_1_1_6_0_673;Snot.maker-scaffold16827-snap-gene-0.4-mRNA-1;Dmel.FBgn0027279,FBpp0288801,FBtr0299526"
"4741","Dbia.DBIA013296-PA;Dgri.FBpp0158806;Dmoj.FBpp0164292;Dpse.FBpp0285488;Dsuz.DS10_00006933;Dyak.FBpp0262312;Sfla.augustus_masked-scaffold00281-abinit-gene-0.2-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_862;Snot.maker-scaffold13971-snap-gene-0.6-mRNA-1;Dmel.FBgn0030289,FBpp0288666,FBtr0290227"
"4742","Dbia.DBIA003340-PA;Dgri.FBpp0144488;Dmoj.FBpp0172316;Dpse.FBpp0280180;Dsuz.DS10_00001519;Dyak.FBpp0263362;Sfla.augustus_masked-scaffold00095-abinit-gene-1.0-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.66_0_0.75_1_1_4_0_795;Snot.maker-scaffold1578-augustus-gene-0.2-mRNA-1;Dmel.FBgn0085403,FBpp0111515,FBtr0112603"
"4743","Dbia.DBIA005846-PA;Dgri.FBpp0146727;Dmoj.FBpp0165141;Dpse.FBpp0282647;Dsuz.DS10_00005093;Dyak.FBpp0262690;Dyak.FBpp0262692;Sfla.augustus_masked-scaffold00026-abinit-gene-4.3-mRNA-1_AED:0.09_eAED:0.12_QI:0_0.12_0_0.66_1_1_9_0_1883;Dmel.FBgn0261570,FBpp0291973,FBtr0302833"
"4744","Dbia.DBIA000993-PA;Dgri.FBpp0150385;Dmoj.FBpp0161367;Dpse.FBpp0275539;Dsuz.DS10_00004396;Dyak.FBpp0265328;Sfla.augustus_masked-scaffold00365-abinit-gene-0.1-mRNA-1_AED:0.07_eAED:0.07_QI:0_1_0_1_1_1_2_0_849;Snot.maker-scaffold15519-augustus-gene-0.9-mRNA-1;Dmel.FBgn0035336,FBpp0072768,FBtr0072890"
"4745","Dbia.DBIA006415-PA;Dgri.FBpp0155065;Dmoj.FBpp0167974;Dpse.FBpp0277342;Dsuz.DS10_00005653;Dyak.FBpp0264132;Sfla.augustus_masked-scaffold00364-abinit-gene-0.27-mRNA-1_AED:0.11_eAED:0.11_QI:0_0.85_0.25_1_1_1_8_0_730;Snot.maker-scaffold1330-snap-gene-0.20-mRNA-1;Dmel.FBgn0033160,FBpp0088040,FBtr0088966"
"4746","Dbia.DBIA012664-PA;Dgri.FBpp0144983;Dmoj.FBpp0166813;Dpse.FBpp0280289;Dsuz.DS10_00000439;Dyak.FBpp0263912;Sfla.augustus_masked-scaffold00416-abinit-gene-0.3-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.4_1_1_1_10_0_1057;Snot.maker-scaffold5660-augustus-gene-0.4-mRNA-1;Dmel.FBgn0032187,FBpp0079533,FBtr0079943"
"4747","Dbia.DBIA007831-PA;Dgri.FBpp0151188;Dmoj.FBpp0173172;Dpse.FBpp0285735;Dsuz.DS10_00012042;Dyak.FBpp0270505;Sfla.augustus_masked-scaffold00183-abinit-gene-0.9-mRNA-1_AED:0.06_eAED:0.06_QI:0_0_0_0.85_1_1_7_0_794;Snot.maker-scaffold26647-augustus-gene-0.4-mRNA-1;Dmel.FBgn0261987,FBpp0082932,FBtr0083508"
"4748","Dbia.DBIA010339-PA;Dgri.FBpp0151811;Dmoj.FBpp0164515;Dpse.FBpp0282006;Dsuz.DS10_00006837;Dyak.FBpp0262584;Sfla.augustus_masked-scaffold00066-abinit-gene-1.1-mRNA-1_AED:0.02_eAED:0.02_QI:0_0_0_1_1_1_8_0_2121;Snot.augustus_masked-scaffold198-processed-gene-0.1-mRNA-1;Dmel.FBgn0029834,FBpp0293888,FBtr0305345"
"4749","Dbia.DBIA000977-PA;Dgri.FBpp0148904;Dmoj.FBpp0162377;Dpse.FBpp0275523;Dsuz.DS10_00004412;Dyak.FBpp0266218;Sfla.augustus_masked-scaffold00365-abinit-gene-0.15-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_1_1_1_5_0_1748;Snot.maker-scaffold34398-snap-gene-0.3-mRNA-1;Dmel.FBgn0035317,FBpp0304907,FBtr0332661"
"4750","Dbia.DBIA004528-PA;Dgri.FBpp0153983;Dmoj.FBpp0168009;Dpse.FBpp0276360;Dsuz.DS10_00003076;Dyak.FBpp0256892;Sfla.augustus_masked-scaffold00016-abinit-gene-5.1-mRNA-1_AED:0.00_eAED:0.00_QI:0_0_0_1_1_1_2_0_907;Snot.augustus_masked-scaffold25559-processed-gene-0.0-mRNA-1;Dmel.FBgn0034258,FBpp0086013,FBtr0086836"
"4751","Dbia.DBIA000875-PA;Dgri.FBpp0150214;Dmoj.FBpp0162469;Dpse.FBpp0287175;Dsuz.DS10_00003879;Dyak.FBpp0265866;Sfla.augustus_masked-scaffold00007-abinit-gene-2.6-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0.55_1_1_1_9_0_1641;Snot.maker-scaffold246-augustus-gene-0.2-mRNA-1;Dmel.FBgn0002528,FBpp0076111,FBtr0076382"
"4752","Dbia.DBIA014245-PA;Dgri.FBpp0144863;Dmoj.FBpp0159638;Dpse.FBpp0279119;Dsuz.DS10_00000347;Dyak.FBpp0263789;Sfla.augustus_masked-scaffold00187-abinit-gene-0.5-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.66_0_1_1_1_7_0_1288;Snot.maker-scaffold33209-augustus-gene-0.5-mRNA-1;Dmel.FBgn0262029,FBpp0292925,FBtr0303924"
"4753","Dbia.DBIA003091-PA;Dgri.FBpp0144785;Dmoj.FBpp0167469;Dpse.FBpp0279804;Dsuz.DS10_00000820;Dyak.FBpp0257353;Sfla.augustus_masked-scaffold00020-abinit-gene-5.6-mRNA-1_AED:0.08_eAED:0.08_QI:0_1_0.2_1_1_1_5_0_884;Snot.maker-scaffold1011-augustus-gene-0.21-mRNA-1;Dmel.FBgn0262743,FBpp0080922,FBtr0081392"
"4754","Dbia.DBIA000554-PA;Dgri.FBpp0150059;Dmoj.FBpp0161642;Dpse.FBpp0274974;Dsuz.DS10_00004139;Dyak.FBpp0266899;Sfla.augustus_masked-scaffold00217-abinit-gene-0.22-mRNA-1_AED:0.15_eAED:0.15_QI:0_0.72_0.25_0.91_1_1_12_0_1294;Snot.maker-scaffold30543-augustus-gene-0.2-mRNA-1;Dmel.FBgn0013997,FBpp0075730,FBtr0075998"
"4755","Dbia.DBIA007083-PA;Dgri.FBpp0146187;Dmoj.FBpp0160196;Dpse.FBpp0274121;Dsuz.DS10_00007325;Dyak.FBpp0262272;Sfla.augustus_masked-scaffold00060-abinit-gene-2.9-mRNA-1_AED:0.21_eAED:0.21_QI:0_1_0_1_1_1_2_0_666;Snot.maker-scaffold9749-augustus-gene-0.27-mRNA-1;Dmel.FBgn0260450,FBpp0074005,FBtr0074226"
"4756","Dbia.DBIA010188-PA;Dgri.FBpp0154344;Dmoj.FBpp0168838;Dpse.FBpp0277960;Dsuz.DS10_00002096;Dyak.FBpp0259194;Sfla.augustus_masked-scaffold00014-abinit-gene-5.4-mRNA-1_AED:0.12_eAED:0.12_QI:0_1_0.4_1_1_1_10_0_1313;Snot.maker-scaffold4631-snap-gene-0.6-mRNA-1;Dmel.FBgn0034728,FBpp0290882,FBtr0301668"
"4757","Dbia.DBIA000340-PA;Dgri.FBpp0150416;Dmoj.FBpp0161403;Dpse.FBpp0286706;Dsuz.DS10_00013159;Dyak.FBpp0265392;Sfla.augustus_masked-scaffold00021-abinit-gene-5.4-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.72_0.58_1_1_1_12_0_1211;Snot.maker-scaffold1344-augustus-gene-0.12-mRNA-1;Dmel.FBgn0024187,FBpp0076483,FBtr0076768"
"4758","Dbia.DBIA008381-PA;Dgri.FBpp0147101;Dmoj.FBpp0166991;Dpse.FBpp0280597;Dsuz.DS10_00000225;Dyak.FBpp0259861;Sfla.augustus_masked-scaffold00028-abinit-gene-2.10-mRNA-1_AED:0.12_eAED:0.12_QI:0_1_0_1_1_1_6_0_1185;Snot.maker-scaffold2032-augustus-gene-0.24-mRNA-1;Dmel.FBgn0053123,FBpp0077251,FBtr0077562"
"4759","Dbia.DBIA005782-PA;Dbia.DBIA005783-PA;Dgri.FBpp0146592;Dmoj.FBpp0165577;Dpse.FBpp0272960;Dsuz.DS10_00005035;Dyak.FBpp0261765;Sfla.augustus_masked-scaffold00015-abinit-gene-6.1-mRNA-1_AED:0.08_eAED:0.10_QI:0_0.33_0_0.9_1_1_10_0_4940;Dmel.FBgn0085446,FBpp0111619,FBtr0112707"
"4760","Dbia.DBIA006866-PA;Dgri.FBpp0147370;Dmoj.FBpp0166434;Dpse.FBpp0279035;Dsuz.DS10_00001671;Dyak.FBpp0263661;Sfla.augustus_masked-scaffold00141-abinit-gene-1.23-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.66_0_1_1_1_4_0_921;Snot.augustus_masked-scaffold9728-processed-gene-0.3-mRNA-1;Dmel.FBgn0025724,FBpp0080048,FBtr0080469"
"4761","Dbia.DBIA005767-PA;Dgri.FBpp0158621;Dmoj.FBpp0171030;Dpse.FBpp0273188;Dsuz.DS10_00005024;Dyak.FBpp0261773;Sfla.augustus_masked-scaffold00006-abinit-gene-5.19-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_820;Snot.augustus_masked-scaffold2093-processed-gene-0.4-mRNA-1;Dmel.FBgn0025815,FBpp0070913,FBtr0070952"
"4762","Dbia.DBIA014929-PA;Dbia.DBIA014930-PA;Dgri.FBpp0151841;Dmoj.FBpp0164624;Dpse.FBpp0281169;Dsuz.DS10_00005972;Dyak.FBpp0262499;Sfla.augustus_masked-scaffold00066-abinit-gene-0.9-mRNA-1_AED:0.21_eAED:0.21_QI:0_0.3_0.18_0.72_1_1_11_0_1699;Dmel.FBgn0004656,FBpp0305499,FBtr0333307"
"4763","Dbia.DBIA000691-PA;Dgri.FBpp0148551;Dmoj.FBpp0160847;Dpse.FBpp0275168;Dsuz.DS10_00004025;Dyak.FBpp0267002;Sfla.augustus_masked-scaffold00133-abinit-gene-1.14-mRNA-1_AED:0.21_eAED:0.21_QI:0_1_0_1_1_1_3_0_549;Snot.maker-scaffold2148-snap-gene-0.7-mRNA-1;Dmel.FBgn0250848,FBpp0075508,FBtr0075766"
"4764","Dbia.DBIA002776-PA;Dgri.FBpp0144916;Dmoj.FBpp0166747;Dpse.FBpp0279168;Dsuz.DS10_00001295;Dyak.FBpp0270722;Sfla.augustus_masked-scaffold00233-abinit-gene-0.23-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.58_0.33_1_1_1_18_0_3481;Snot.augustus_masked-scaffold4446-processed-gene-0.1-mRNA-1;Dmel.FBgn0043362,FBpp0078775,FBtr0079144"
"4765","Dbia.DBIA003312-PA;Dgri.FBpp0147059;Dmoj.FBpp0167012;Dpse.FBpp0280349;Dsuz.DS10_00001495;Dyak.FBpp0263378;Sfla.augustus_masked-scaffold00264-abinit-gene-0.15-mRNA-1_AED:0.25_eAED:0.25_QI:0_0.4_0.18_0.90_1_1_11_0_1182;Snot.augustus_masked-scaffold4096-processed-gene-0.1-mRNA-1;Dmel.FBgn0259111,FBpp0288814,FBtr0299539"
"4766","Dbia.DBIA013046-PA;Dgri.FBpp0153404;Dmoj.FBpp0172986;Dpse.FBpp0281545;Dsuz.DS10_00010217;Dyak.FBpp0270440;Sfla.augustus_masked-scaffold00102-abinit-gene-0.1-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.5_0_1_1_1_5_0_1104;Snot.maker-scaffold18371-augustus-gene-0.3-mRNA-1;Dmel.FBgn0087013,FBpp0078500,FBtr0078860"
"4767","Dbia.DBIA010277-PA;Dgri.FBpp0158776;Dmoj.FBpp0163918;Dpse.FBpp0273236;Dsuz.DS10_00008248;Dyak.FBpp0260298;Sfla.augustus_masked-scaffold00002-abinit-gene-1.11-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.66_0_1_1_1_4_0_921;Snot.augustus_masked-scaffold34648-processed-gene-0.1-mRNA-1;Dmel.FBgn0027588,FBpp0070057,FBtr0070058"
"4768","Dbia.DBIA009516-PA;Dgri.FBpp0155086;Dmoj.FBpp0167991;Dpse.FBpp0278258;Dsuz.DS10_00002865;Dyak.FBpp0257854;Sfla.augustus_masked-scaffold00016-abinit-gene-3.0-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.33_0_0.75_1_1_4_0_910;Snot.maker-scaffold425-snap-gene-0.5-mRNA-1;Dmel.FBgn0033564,FBpp0099935,FBtr0100498"
"4769","Dbia.DBIA007576-PA;Dgri.FBpp0156112;Dmoj.FBpp0171189;Dpse.FBpp0282940;Dsuz.DS10_00008516;Dyak.FBpp0255420;Sfla.augustus_masked-scaffold00125-abinit-gene-0.15-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_756;Snot.maker-scaffold24998-augustus-gene-0.2-mRNA-1;Dmel.FBgn0051040,FBpp0084875,FBtr0085509"
"4770","Dbia.DBIA009074-PA;Dgri.FBpp0152396;Dmoj.FBpp0173381;Dpse.FBpp0284003;Dsuz.DS10_00008962;Dyak.FBpp0268454;Sfla.augustus_masked-scaffold00147-abinit-gene-1.2-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.7_0.27_1_1_1_11_0_1240;Snot.maker-scaffold855-snap-gene-0.4-mRNA-1;Dmel.FBgn0040283,FBpp0083926,FBtr0084541"
"4771","Dbia.DBIA004458-PA;Dgri.FBpp0154752;Dmoj.FBpp0170167;Dpse.FBpp0276668;Dsuz.DS10_00003133;Dyak.FBpp0258940;Sfla.augustus_masked-scaffold00023-abinit-gene-1.0-mRNA-1_AED:0.08_eAED:0.08_QI:0_1_0.33_1_1_1_6_0_679;Snot.maker-scaffold3699-augustus-gene-0.15-mRNA-1;Dmel.FBgn0034310,FBpp0085954,FBtr0086775"
"4772","Dbia.DBIA006802-PA;Dgri.FBpp0144516;Dmoj.FBpp0166618;Dpse.FBpp0287975;Dsuz.DS10_00001728;Dyak.FBpp0256372;Sfla.augustus_masked-scaffold00387-abinit-gene-0.17-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0.33_1_1_1_6_0_1191;Snot.maker-scaffold11303-augustus-gene-0.5-mRNA-1;Dmel.FBgn0019890,FBpp0080138,FBtr0080561"
"4773","Dbia.DBIA009852-PA;Dbia.DBIA009853-PA;Dgri.FBpp0153644;Dpse.FBpp0277581;Dsuz.DS10_00002508;Dsuz.DS10_00002509;Dyak.FBpp0258585;Dyak.FBpp0258586;Dmel.FBgn0085408,FBpp0111526,FBtr0112614"
